entity_id,is_launderer,T1_logit,T2_logit,T3_logit,T4_logit,T1_gboost,T2_gboost,T3_gboost,T4_gboost
E0,0,0.11658900036577899,0.05056827452708785,0.004881613134145098,0.0013739156317975555,0.0958653350182189,1.3255855958041462e-05,2.4522551001492266e-05,2.039170788478824e-05
E1,0,0.08929588782355576,0.028786386464914392,0.016684336527385314,0.001489482710427903,0.17890850387616067,5.1798414281976286e-05,0.0002794762111389082,4.913143835280677e-05
E2,0,0.38562449921902153,0.04124488768673307,0.03249267331452854,0.011604637418371639,0.20633786144298075,2.1892936116264373e-05,2.2180291148841206e-05,2.21095524084922e-05
E3,0,0.10755668547894953,4.01719431059926e-06,1.2136289486361009e-06,5.1320486014598256e-09,0.056921399719553664,2.1882766763792133e-05,2.1871185380966106e-05,2.1848043645192127e-05
E4,0,0.0941947176183457,0.007107140866454508,0.005727843776827501,0.002321762909895945,0.03318725013096941,2.1890731216655526e-05,2.1896897553656824e-05,2.180016178038664e-05
E5,0,0.14375362351090734,3.794667471342093e-06,7.914275987675744e-10,4.866828408040613e-13,0.029110850780742718,2.190032612131047e-05,2.2015265234031686e-05,2.2101226364826064e-05
E6,0,0.40996978727115946,0.35050814412410053,0.16461891905241713,0.07758399240576588,0.3346373644654499,0.0003033470693354349,4.9077470369965516e-05,3.0358679225335098e-05
E7,0,0.2916957598845487,0.009808138070278602,0.0031223408129978925,0.001976897223353556,0.6420579378099605,0.00012326910781644071,0.000155000449960956,8.434098716732456e-05
E8,0,0.6723881285175464,0.09705509709065684,0.032853745084742626,0.021825698556581962,0.3785511845906422,2.1901730941419695e-05,2.189790177439227e-05,2.1867351898154702e-05
E9,0,0.4471669497026378,0.11939699541727132,0.04523043488960795,0.03338226054452829,0.011898108359457236,2.1892936116264373e-05,2.245042048704121e-05,2.2090557877946452e-05
E10,0,0.05527136047910883,0.007057861427722179,0.0008323217683134891,9.026458978149315e-05,0.05088100599565916,2.1901730941419695e-05,2.18683935965516e-05,2.2547371344870116e-05
E11,0,0.2096425390755193,0.03869057126247247,0.02427243894047279,0.006034584158599533,0.13607025027518965,2.1882766763792133e-05,2.1871185380966106e-05,2.1847540011381717e-05
E12,0,0.21984975517760294,0.34789941463142443,0.08228326078070242,0.06994035069519036,0.03157117220440219,2.1901730941419695e-05,2.18683935965516e-05,2.21442964175229e-05
E13,0,0.062410854483393424,0.01676573365591888,0.004449811427006607,0.0021948042218267274,0.03451266679915901,2.1901730941419695e-05,2.189790177439227e-05,2.1867351898154702e-05
E14,0,0.6933997948816397,0.002202120527076681,0.0006031898416373806,0.0015597965542417705,0.1365317539056878,0.0022130716470071575,0.0004303524502665149,0.0001763627252781265
E15,0,0.19096048361322362,0.0001830561508055257,4.8529962153855756e-05,1.3095742778639388e-05,0.11509777073878968,0.0001257589192537263,8.811039313666092e-05,2.328620486476832e-05
E16,0,0.9334802571916896,0.08393109385267192,0.04380780758339642,0.01949614567933737,0.2538398490095556,1.8040507439164388e-05,8.884999876024975e-06,6.144164271282915e-06
E17,0,0.19898981240816763,0.008365285238091462,0.005478066742742154,0.012666659452377016,0.12927188233797182,2.1890731216655526e-05,2.1896897553656824e-05,2.180016178038664e-05
E18,0,0.21896964660792262,0.13302112520986373,0.05587654072982227,0.03470013923733028,0.04101894287906052,2.1890731216655526e-05,2.1896897553656824e-05,2.180016178038664e-05
E19,0,0.21954770637754167,4.6707253527960634e-05,5.549283392772274e-06,1.9200471133620272e-07,0.07769649805973854,2.1901730941419695e-05,2.189790177439227e-05,2.1867351898154702e-05
E20,0,0.4971094700527401,0.0399275685963225,0.04553433853667807,0.011891482174323016,0.04356388311141893,6.151205312855902e-05,0.00013065932936188782,4.130894816787578e-05
E21,0,0.5815916781091622,0.2366185611775206,0.09019479385537388,0.06726546133012277,0.02485348736939559,8.994711892098212e-05,4.9731473829384226e-05,9.201181040108237e-05
E22,0,0.044886122452332484,1.8383430997825896e-05,7.532886075554949e-06,4.592196307782349e-06,0.032017265644579844,2.190032612131047e-05,2.2202926604955723e-05,2.2087651903921037e-05
E23,0,0.016000021730169338,0.02717924578005934,0.02099599259972031,0.008100037336545556,0.10138931875520678,6.434051637028455e-05,0.00015542371985714074,5.1017170820250383e-05
E24,0,0.3899124551474234,0.057466030873914345,0.012501790688266593,0.005089895716141987,0.09345157758831725,2.1892936116264373e-05,2.245042048704121e-05,2.198158110638886e-05
E25,0,0.2242330614611645,0.05410909817404237,0.017747803924092673,0.011133961073206048,0.01499967414212801,2.190032612131047e-05,2.1899404368348405e-05,3.144577675677659e-05
E26,0,0.1916763168262467,0.011783256314480114,0.001509905680407972,0.0001336869581557199,0.12165591198234331,0.00045149262105713005,5.10085956667462e-05,2.773500073876509e-05
E27,0,0.20630283616294315,0.0462404853419871,0.005027139816886947,0.0027291021072554777,0.06101447367025887,2.1901730941419695e-05,2.18683935965516e-05,2.1803786974041006e-05
E28,0,0.027391748137266473,0.26372492639822426,0.2521127893687556,0.19289556886777534,0.0032327796934222127,2.190032612131047e-05,2.1899404368348405e-05,2.218175238332596e-05
E29,0,0.12866271607064805,0.17924062292904638,0.08620458934337608,0.050205962614283665,0.01105247131336875,2.1882766763792133e-05,2.1871185380966106e-05,2.1919462365471303e-05
E30,0,0.33485348634129436,6.44586443882725e-06,1.472175931802156e-06,4.3210278479170865e-09,0.3807189586736279,2.1882766763792133e-05,2.184651310164093e-05,2.1916876610447322e-05
E31,0,0.2860443284351674,0.009735007456765333,0.0026823327713616676,0.0010719149676376787,0.1147193981586102,2.1901730941419695e-05,2.189790177439227e-05,2.1867351898154702e-05
E32,0,0.24548221763896372,0.004001924968418215,0.0027374243567544823,0.00219429423528441,0.0733908487346391,2.190032612131047e-05,2.21852397043179e-05,2.212322141835849e-05
E33,0,0.10439713949519971,0.001135180752350603,0.000414765439339719,7.35280426145806e-05,0.019881077641848047,2.1890731216655526e-05,2.1896897553656824e-05,2.180016178038664e-05
E34,0,0.24144305874030966,0.0012203362755919993,0.0005434308278578075,0.00016359212613870197,0.14040417822346868,2.0312473683069332e-05,2.0626773261271216e-05,1.8470328718462695e-05
E35,0,0.11410181710651066,0.011222630789445496,0.0005393565096573286,5.31902633998298e-05,0.08452374385784607,2.1901730941419695e-05,2.18683935965516e-05,2.1804733139577272e-05
E36,1,0.9930789440163624,0.9999247385363896,0.9999116446439753,0.9998998780446132,0.9885590115854695,0.9999781163756537,0.9999779648585304,0.9999779902987729
E37,0,0.30090466584914943,0.00581067053835403,0.01612588816622398,0.007310213857864994,0.11280457600555019,1.654269856116887e-05,0.00016148770182199885,0.0005619859287553676
E38,0,0.183281075962844,0.028355267547176558,0.0025777553327873343,0.0008311538058674486,0.15414557524808434,2.1901730941419695e-05,2.189790177439227e-05,2.1867351898154702e-05
E39,0,0.5571941388881724,0.1685979578660702,0.04169680442273865,0.019561339986891715,0.9358009759503378,2.667029652928582e-05,3.536223593293009e-05,6.805147457235119e-05
E40,0,0.0412787715338894,0.24643911846343453,0.10429299599728364,0.03665476978714344,0.027179305805644965,2.1901730941419695e-05,2.1893396409143844e-05,2.1867351898154702e-05
E41,0,0.23454907633800254,0.059215424059672075,0.007038719861705122,0.003036265127641196,0.047302663874261006,2.1882766763792133e-05,2.1871185380966106e-05,2.184979922971567e-05
E42,0,0.20929846254021345,0.0015993850365770145,0.0017197580463970128,0.0002789456236687962,0.2249738827467707,4.116469088570426e-05,9.980919567370663e-05,1.953667388076656e-05
E43,0,0.40241818703622195,0.004618526419046687,0.001975252087158034,0.0004049001401096354,0.034190648759572215,2.1882766763792133e-05,2.1871185380966106e-05,2.1916876610447322e-05
E44,0,0.3567890811044017,0.00701517618010351,0.003687927391222984,0.0006596838948884591,0.06566370988194742,2.1890731216655526e-05,2.1896897553656824e-05,2.180016178038664e-05
E45,0,0.01648968577580088,0.0008149965314194792,0.0004710949199548668,0.00012246173039731436,0.029490016643113834,2.1892082215505742e-05,2.1896897553656824e-05,2.180016178038664e-05
E46,0,0.1705895011677473,0.005758727316758128,0.0020799082519564263,0.0006995531671265251,0.021043399055771878,0.0002730002072327387,0.00022349831859941622,0.00011381425799834231
E47,0,0.30838476736081455,0.03024132483312267,0.6278973808877069,0.3156640895611827,0.628719518815906,2.408682699365312e-05,0.0020032129312750674,0.0016933117764989254
E48,0,0.7574767200679038,0.07760007699611349,0.032868280863033186,0.011529386289603193,0.6293587218312064,2.1901730941419695e-05,2.189790177439227e-05,2.1867351898154702e-05
E49,0,0.13441803059366805,0.0005048856551433484,0.00011739403309186218,3.814754069610045e-06,0.033167857344274895,2.1892082215505742e-05,2.1896897553656824e-05,2.180016178038664e-05
E50,0,0.13414152307148616,0.004061620672306772,0.00568096056105299,0.0011663541608537581,0.0495719937550738,2.1892082215505742e-05,2.1896897553656824e-05,2.180016178038664e-05
E51,0,0.323289884246197,0.16798072472455688,0.1126687695998065,0.07459380691380803,0.04400665906123864,2.190032612131047e-05,2.1899404368348405e-05,2.221704166702876e-05
E52,0,0.3364552676397055,0.01619971215274862,0.016808510275307924,0.004352992148159119,0.18242949633530545,2.1901730941419695e-05,2.189790177439227e-05,2.1867351898154702e-05
E53,0,0.8511984823369967,0.07946812927069102,0.059087938164942296,0.0061556469815447845,0.717187798888946,0.000273334342013325,6.168211586600507e-05,4.145866880137209e-05
E54,1,0.35694218543269945,0.3583209057280387,0.07552379094204967,0.030300500829431688,0.9541178665113826,0.9999303846823279,0.9999405999969094,0.999134097658921
E55,0,0.6350640808011079,0.015224234860194754,0.00925452676388396,0.0007667872772006808,0.16327828428160837,2.1892082215505742e-05,2.188813105131249e-05,2.180016178038664e-05
E56,0,0.15906035278173689,0.8010098315216425,0.6943544170158704,0.5222313669448593,0.02187905851066866,2.1890731216655526e-05,2.1896897553656824e-05,2.180016178038664e-05
E57,0,0.24176371989983855,0.14237666907317376,0.018798847743417446,0.01130042783927365,0.20548304573515877,2.1901730941419695e-05,2.18683935965516e-05,2.1961366014540726e-05
E58,0,0.1198448740963102,0.5252480156887984,0.39215448683949405,0.24193552968464305,0.02762494962125042,2.188297256904305e-05,2.1871185380966106e-05,2.1919462365471303e-05
E59,0,0.08222811403325468,0.07951650069102692,0.02469453983028257,0.016760841090215108,0.03959909944715007,2.1901730941419695e-05,2.189790177439227e-05,2.1867351898154702e-05
E60,0,0.23829963733524437,0.020979022056466873,0.03879035221869295,0.008676349638400381,0.10076433027584007,2.1882766763792133e-05,2.1871185380966106e-05,2.1979079176716237e-05
E61,0,0.08690305485630884,0.5874526614848373,0.28096782547980054,0.18664979905597257,0.021524645418557753,2.188297256904305e-05,2.1785829151487214e-05,2.5093340371259283e-05
E62,0,0.33356268418460994,0.00026424138622123904,6.611932324024323e-05,1.4086566442253129e-05,0.34968188374898423,0.00010708368738344067,8.878041591179172e-06,1.3312078749449714e-05
E63,0,0.0322616322869633,0.07377070252854569,0.01744090022241429,0.011323357130189267,0.01714595947475196,2.1882766763792133e-05,2.1871185380966106e-05,2.2059604798945053e-05
E64,0,0.21915677316386856,0.0021391253994897676,0.0005378489444070035,0.00037004995197243806,0.013513975335885789,2.1901730941419695e-05,2.18683935965516e-05,2.2547371344870116e-05
E65,0,0.2766853919920239,6.026957345169307e-06,2.0025012751774216e-06,5.498737377215049e-07,0.018457482914034463,2.0475422520615585e-05,2.0974902031573204e-05,2.037463570474536e-05
E66,0,0.02839159194655081,0.2727175035142207,0.2999497690798364,0.21056439458276732,0.011711247355114652,2.1901730941419695e-05,2.1863751156251424e-05,2.210049964438664e-05
E67,1,0.9765548221866309,0.9973915896708427,0.9965082173960508,0.9998959318041526,0.9617020049346304,0.999960298280451,0.999968011485748,0.9999709834373127
E68,0,0.350434876045315,0.33377720444357006,0.30795408784361566,0.1831841302309521,0.012493956802500157,2.190032612131047e-05,2.1899404368348405e-05,3.1445977419106685e-05
E69,0,0.8521190464404558,0.0024061989867074337,0.0007176192799565886,0.00022141126247682364,0.428544989835324,0.00024522803058171533,0.00022563350109516128,6.355115499923521e-05
E70,0,0.8589756348894805,0.22493678879542287,0.1729907741718392,0.08574204600178502,0.8339202412842733,2.1901730941419695e-05,2.1893396409143844e-05,2.1867351898154702e-05
E71,0,0.11467500596817842,0.8178687847459346,0.7749875924452805,0.5804717435490695,0.02743703417207918,2.1901730941419695e-05,2.1893396409143844e-05,2.1867351898154702e-05
E72,0,0.10879779897616858,0.0008277546697176486,0.00152101515636092,0.0002388297797492295,0.016671398867400457,2.1901730941419695e-05,2.18683935965516e-05,2.1830401408034734e-05
