entity_id,is_launderer,T1_logit,T2_logit,T3_logit,T4_logit,T1_gboost,T2_gboost,T3_gboost,T4_gboost
E0,0,0.1617961749373647,0.1311456346011675,0.0007705803321378108,0.00018267890830130545,0.04917072953113353,9.589468505374518e-05,2.5369899447988116e-05,2.101336400540808e-05
E1,0,0.11280557188157331,0.06612112143124056,0.0019330623655096464,0.0006716852254483691,0.0818108177683007,0.0007042291801142431,2.638283660157771e-05,5.648328083026658e-05
E2,0,0.3111397970585467,0.16949761418612913,0.012951553670152117,0.0014562298456244683,0.18923727881774452,0.0003466410879015302,0.00010711098359417248,2.5670975805793407e-05
E3,0,0.3185442832683811,0.06172664313961739,0.0001623137233902421,3.7840141262008157e-06,0.14308089227715015,0.0007190756603461395,3.741679676064986e-05,3.399191618521785e-05
E4,0,0.22938117497529342,0.02795801869091296,0.0009874890678956258,4.8829473257389254e-05,0.1367028024647084,0.00010931064201495133,2.4680324542020493e-05,2.1461373430764027e-05
E5,0,0.4536966293715911,0.05140999537003458,4.151290702875398e-09,2.455001977047041e-11,0.3039317506701693,0.00014062826442673573,2.08007850824497e-05,2.968662344482212e-05
E6,0,0.412355536027253,0.08232321248107534,0.0003633583070483713,1.6119094123181965e-05,0.18452093273844886,0.0003958356132810334,2.230339897611705e-05,2.165618287370217e-05
E7,0,0.40031232541140654,0.09007791402518531,0.000719211791828101,0.00013235064149693515,0.1954756679627193,8.244429368010847e-05,2.299504043680249e-05,2.0945312626227132e-05
E8,0,0.26532580516682147,0.3905501779763939,0.007677638889527727,0.2382362747671132,0.433424403301715,0.0011017272305702075,1.994409470355811e-05,0.03696246184533434
E9,0,0.7656227375997935,0.32105254959972734,0.004665818044403976,0.0006129910094823806,0.6541817027203274,0.00046744455296700006,1.9089284412476294e-05,5.217435942652588e-05
E10,0,0.7420499391681166,0.45047130894307674,0.0022140012294897065,0.0004490763928665105,0.3986220903266038,0.00015791147941398044,2.17039614036966e-05,2.112834647676093e-05
E11,0,0.4735586396245875,0.33556104094854594,0.0023096028503653797,0.0005240020500754352,0.32731375718562183,9.214164874361747e-05,2.679494123857046e-05,2.19905111579268e-05
E12,0,0.7634473848978414,0.05012039268699183,0.00014224163285187259,5.415623341675639e-05,0.20391592785896487,0.004447535296883437,2.0863900192871986e-05,1.7597295304223228e-05
E13,0,0.309737302741197,0.02896556999448953,0.0005825479493730293,0.0001532842472012251,0.08675195327249573,6.790334713450622e-05,2.2106760685035623e-05,2.101336400540808e-05
E14,0,0.3533396095547098,0.3889922253925779,0.07563525023071237,0.02049653252090935,0.04928907000774191,0.0005526320112962549,3.0079465196199807e-05,2.6627037691340698e-05
E15,0,0.14037162849007348,0.016576991569978553,0.00025807612937294914,1.2980445660151675e-05,0.14266986405295332,0.0007290559487376133,2.124709275818885e-05,2.186185261405509e-05
E16,0,0.811358646343804,0.6362211231270657,0.00839834900145915,0.08235289007076188,0.7198485603047835,0.8282047808067119,0.00019190128682529495,0.017100069117382245
E17,0,0.22730616259465508,0.0623165958214752,0.0014083845606885246,0.00027560967918783944,0.21386805964018765,0.00011887017513948094,2.5928412657150326e-05,3.7222556838920247e-05
E18,0,0.2896984657035552,0.3839235555142122,0.005182185081483382,0.0002301494203362293,0.2284194816887602,0.00015398437844427044,1.7247227605595242e-05,1.7174071618809677e-05
E19,0,0.516252172216319,0.18729728827952422,9.68681377640935e-05,0.0003320281658078658,0.4940169243449152,0.0002712553337912467,2.3841592773413438e-05,7.493886782429494e-05
E20,0,0.6630985286659292,0.2700538056366379,0.004138700205082859,0.0012819181499017266,0.421974159671251,0.0018502695120579456,0.0001672127577514977,3.7222556838920247e-05
E21,0,0.42925956951411764,0.01864189954497144,0.0003116466794300315,4.714595768932512e-06,0.6128939310592326,0.00010192782863589538,2.3467572735820664e-05,2.0927072977572202e-05
E22,0,0.3309698939861943,0.03273315772770297,0.0008163681439127024,5.525665413128885e-05,0.13163248076823666,0.00015533145390015052,2.4064558722013305e-05,2.092084956964064e-05
E23,0,0.2104873633866261,0.2106503059678794,0.001032834987721022,0.00017668000740522324,0.0610396755484159,0.00037540909764138515,7.405458955995632e-05,7.06103571936716e-05
E24,0,0.7722403568932186,0.3344146187633786,0.1392558130233351,0.036951619252088556,0.4138760982662347,0.00018166933633821314,2.8158008656626255e-05,3.9257629794753445e-05
E25,0,0.2591444863180968,0.40886177611751556,0.07471799469623899,0.014311511865179295,0.09354788053825025,0.0002541200590143349,0.0003011569870434973,3.233102477207319e-05
